,Unnamed: 0,file,video,start,end,dur,activity,person_ID,inside,outside,pose,gaze
4583,4583,2019_0612_171026_376B.MP4_45_74_ID_4,2019_0612_171026_376B.MP4,45,74,29,center stack,4,2019_0612_171026_376B.MP4_47_49_ID_4,2019_0612_171026_375A.MP4_47_49_ID_4,2019_0612_171026_376B.MP4_47_49_ID_4_pose,2019_0612_171026_376B.MP4_47_49_ID_4_gaze
4584,4584,2019_0612_171026_376B.MP4_45_74_ID_4,2019_0612_171026_376B.MP4,45,74,29,center stack,4,2019_0612_171026_376B.MP4_49_51_ID_4,2019_0612_171026_375A.MP4_49_51_ID_4,2019_0612_171026_376B.MP4_49_51_ID_4_pose,2019_0612_171026_376B.MP4_49_51_ID_4_gaze
4585,4585,2019_0612_171026_376B.MP4_45_74_ID_4,2019_0612_171026_376B.MP4,45,74,29,center stack,4,2019_0612_171026_376B.MP4_51_53_ID_4,2019_0612_171026_375A.MP4_51_53_ID_4,2019_0612_171026_376B.MP4_51_53_ID_4_pose,2019_0612_171026_376B.MP4_51_53_ID_4_gaze
4586,4586,2019_0612_171026_376B.MP4_45_74_ID_4,2019_0612_171026_376B.MP4,45,74,29,center stack,4,2019_0612_171026_376B.MP4_53_55_ID_4,2019_0612_171026_375A.MP4_53_55_ID_4,2019_0612_171026_376B.MP4_53_55_ID_4_pose,2019_0612_171026_376B.MP4_53_55_ID_4_gaze
4587,4587,2019_0612_171026_376B.MP4_45_74_ID_4,2019_0612_171026_376B.MP4,45,74,29,center stack,4,2019_0612_171026_376B.MP4_55_57_ID_4,2019_0612_171026_375A.MP4_55_57_ID_4,2019_0612_171026_376B.MP4_55_57_ID_4_pose,2019_0612_171026_376B.MP4_55_57_ID_4_gaze
4588,4588,2019_0612_171026_376B.MP4_45_74_ID_4,2019_0612_171026_376B.MP4,45,74,29,center stack,4,2019_0612_171026_376B.MP4_57_59_ID_4,2019_0612_171026_375A.MP4_57_59_ID_4,2019_0612_171026_376B.MP4_57_59_ID_4_pose,2019_0612_171026_376B.MP4_57_59_ID_4_gaze
4589,4589,2019_0612_171026_376B.MP4_45_74_ID_4,2019_0612_171026_376B.MP4,45,74,29,center stack,4,2019_0612_171026_376B.MP4_59_61_ID_4,2019_0612_171026_375A.MP4_59_61_ID_4,2019_0612_171026_376B.MP4_59_61_ID_4_pose,2019_0612_171026_376B.MP4_59_61_ID_4_gaze
4590,4590,2019_0612_171026_376B.MP4_45_74_ID_4,2019_0612_171026_376B.MP4,45,74,29,center stack,4,2019_0612_171026_376B.MP4_61_63_ID_4,2019_0612_171026_375A.MP4_61_63_ID_4,2019_0612_171026_376B.MP4_61_63_ID_4_pose,2019_0612_171026_376B.MP4_61_63_ID_4_gaze
4591,4591,2019_0612_171026_376B.MP4_45_74_ID_4,2019_0612_171026_376B.MP4,45,74,29,center stack,4,2019_0612_171026_376B.MP4_63_65_ID_4,2019_0612_171026_375A.MP4_63_65_ID_4,2019_0612_171026_376B.MP4_63_65_ID_4_pose,2019_0612_171026_376B.MP4_63_65_ID_4_gaze
4592,4592,2019_0612_171026_376B.MP4_45_74_ID_4,2019_0612_171026_376B.MP4,45,74,29,center stack,4,2019_0612_171026_376B.MP4_65_67_ID_4,2019_0612_171026_375A.MP4_65_67_ID_4,2019_0612_171026_376B.MP4_65_67_ID_4_pose,2019_0612_171026_376B.MP4_65_67_ID_4_gaze
4593,4593,2019_0612_171026_376B.MP4_45_74_ID_4,2019_0612_171026_376B.MP4,45,74,29,center stack,4,2019_0612_171026_376B.MP4_67_69_ID_4,2019_0612_171026_375A.MP4_67_69_ID_4,2019_0612_171026_376B.MP4_67_69_ID_4_pose,2019_0612_171026_376B.MP4_67_69_ID_4_gaze
4594,4594,2019_0612_171026_376B.MP4_45_74_ID_4,2019_0612_171026_376B.MP4,45,74,29,center stack,4,2019_0612_171026_376B.MP4_69_71_ID_4,2019_0612_171026_375A.MP4_69_71_ID_4,2019_0612_171026_376B.MP4_69_71_ID_4_pose,2019_0612_171026_376B.MP4_69_71_ID_4_gaze
4595,4595,2019_0612_171026_376B.MP4_45_74_ID_4,2019_0612_171026_376B.MP4,45,74,29,center stack,4,2019_0612_171026_376B.MP4_71_73_ID_4,2019_0612_171026_375A.MP4_71_73_ID_4,2019_0612_171026_376B.MP4_71_73_ID_4_pose,2019_0612_171026_376B.MP4_71_73_ID_4_gaze
4596,4596,2019_0612_171026_376B.MP4_130_131_ID_4,2019_0612_171026_376B.MP4,130,131,1,checking mirror passenger,4,2019_0612_171026_376B.MP4_130_131_ID_4,2019_0612_171026_375A.MP4_130_131_ID_4,2019_0612_171026_376B.MP4_130_131_ID_4_pose,2019_0612_171026_376B.MP4_130_131_ID_4_gaze
4597,4597,2019_0612_171026_376B.MP4_133_134_ID_4,2019_0612_171026_376B.MP4,133,134,1,checking mirror passenger,4,2019_0612_171026_376B.MP4_133_134_ID_4,2019_0612_171026_375A.MP4_133_134_ID_4,2019_0612_171026_376B.MP4_133_134_ID_4_pose,2019_0612_171026_376B.MP4_133_134_ID_4_gaze
4598,4598,2019_0612_171026_376B.MP4_135_137_ID_4,2019_0612_171026_376B.MP4,135,137,2,checking mirror middle,4,2019_0612_171026_376B.MP4_135_137_ID_4,2019_0612_171026_375A.MP4_135_137_ID_4,2019_0612_171026_376B.MP4_135_137_ID_4_pose,2019_0612_171026_376B.MP4_135_137_ID_4_gaze
4599,4599,2019_0612_171026_376B.MP4_158_159_ID_4,2019_0612_171026_376B.MP4,158,159,1,checking mirror driver,4,2019_0612_171026_376B.MP4_158_159_ID_4,2019_0612_171026_375A.MP4_158_159_ID_4,2019_0612_171026_376B.MP4_158_159_ID_4_pose,2019_0612_171026_376B.MP4_158_159_ID_4_gaze
4600,4600,2019_0612_171026_376B.MP4_159_160_ID_4,2019_0612_171026_376B.MP4,159,160,1,checking mirror middle,4,2019_0612_171026_376B.MP4_159_160_ID_4,2019_0612_171026_375A.MP4_159_160_ID_4,2019_0612_171026_376B.MP4_159_160_ID_4_pose,2019_0612_171026_376B.MP4_159_160_ID_4_gaze
4601,4601,2019_0612_171026_376B.MP4_167_173_ID_4,2019_0612_171026_376B.MP4,167,173,6,checking mirror driver,4,2019_0612_171026_376B.MP4_167_169_ID_4,2019_0612_171026_375A.MP4_167_169_ID_4,2019_0612_171026_376B.MP4_167_169_ID_4_pose,2019_0612_171026_376B.MP4_167_169_ID_4_gaze
4602,4602,2019_0612_171026_376B.MP4_167_173_ID_4,2019_0612_171026_376B.MP4,167,173,6,checking mirror driver,4,2019_0612_171026_376B.MP4_169_171_ID_4,2019_0612_171026_375A.MP4_169_171_ID_4,2019_0612_171026_376B.MP4_169_171_ID_4_pose,2019_0612_171026_376B.MP4_169_171_ID_4_gaze
4603,4603,2019_0612_171026_376B.MP4_167_173_ID_4,2019_0612_171026_376B.MP4,167,173,6,checking mirror driver,4,2019_0612_171026_376B.MP4_171_173_ID_4,2019_0612_171026_375A.MP4_171_173_ID_4,2019_0612_171026_376B.MP4_171_173_ID_4_pose,2019_0612_171026_376B.MP4_171_173_ID_4_gaze
4604,4604,2019_0612_171026_376B.MP4_181_182_ID_4,2019_0612_171026_376B.MP4,181,182,1,checking mirror middle,4,2019_0612_171026_376B.MP4_181_182_ID_4,2019_0612_171026_375A.MP4_181_182_ID_4,2019_0612_171026_376B.MP4_181_182_ID_4_pose,2019_0612_171026_376B.MP4_181_182_ID_4_gaze
4605,4605,2019_0612_171026_376B.MP4_195_196_ID_4,2019_0612_171026_376B.MP4,195,196,1,checking mirror middle,4,2019_0612_171026_376B.MP4_195_196_ID_4,2019_0612_171026_375A.MP4_195_196_ID_4,2019_0612_171026_376B.MP4_195_196_ID_4_pose,2019_0612_171026_376B.MP4_195_196_ID_4_gaze
4606,4606,2019_0612_171026_376B.MP4_199_200_ID_4,2019_0612_171026_376B.MP4,199,200,1,checking mirror passenger,4,2019_0612_171026_376B.MP4_199_200_ID_4,2019_0612_171026_375A.MP4_199_200_ID_4,2019_0612_171026_376B.MP4_199_200_ID_4_pose,2019_0612_171026_376B.MP4_199_200_ID_4_gaze
4607,4607,2019_0612_171026_376B.MP4_209_210_ID_4,2019_0612_171026_376B.MP4,209,210,1,checking mirror middle,4,2019_0612_171026_376B.MP4_209_210_ID_4,2019_0612_171026_375A.MP4_209_210_ID_4,2019_0612_171026_376B.MP4_209_210_ID_4_pose,2019_0612_171026_376B.MP4_209_210_ID_4_gaze
4608,4608,2019_0612_171026_376B.MP4_240_241_ID_4,2019_0612_171026_376B.MP4,240,241,1,checking speed stack,4,2019_0612_171026_376B.MP4_240_241_ID_4,2019_0612_171026_375A.MP4_240_241_ID_4,2019_0612_171026_376B.MP4_240_241_ID_4_pose,2019_0612_171026_376B.MP4_240_241_ID_4_gaze
4609,4609,2019_0612_171026_376B.MP4_278_279_ID_4,2019_0612_171026_376B.MP4,278,279,1,checking mirror passenger,4,2019_0612_171026_376B.MP4_278_279_ID_4,2019_0612_171026_375A.MP4_278_279_ID_4,2019_0612_171026_376B.MP4_278_279_ID_4_pose,2019_0612_171026_376B.MP4_278_279_ID_4_gaze
4610,4610,2019_0704_105535_220B.MP4_16_17_ID_6,2019_0704_105535_220B.MP4,16,17,1,checking mirror passenger,6,2019_0704_105535_220B.MP4_16_17_ID_6,2019_0704_105535_219A.MP4_16_17_ID_6,2019_0704_105535_220B.MP4_16_17_ID_6_pose,2019_0704_105535_220B.MP4_16_17_ID_6_gaze
4611,4611,2019_0704_105535_220B.MP4_36_39_ID_6,2019_0704_105535_220B.MP4,36,39,3,checking mirror driver,6,2019_0704_105535_220B.MP4_36_39_ID_6,2019_0704_105535_219A.MP4_36_39_ID_6,2019_0704_105535_220B.MP4_36_38_ID_6_pose,2019_0704_105535_220B.MP4_36_38_ID_6_gaze
4612,4612,2019_0704_105535_220B.MP4_41_42_ID_6,2019_0704_105535_220B.MP4,41,42,1,checking mirror middle,6,2019_0704_105535_220B.MP4_41_42_ID_6,2019_0704_105535_219A.MP4_41_42_ID_6,2019_0704_105535_220B.MP4_41_42_ID_6_pose,2019_0704_105535_220B.MP4_41_42_ID_6_gaze
4613,4613,2019_0704_105535_220B.MP4_108_109_ID_6,2019_0704_105535_220B.MP4,108,109,1,unfasten seatbelt,6,2019_0704_105535_220B.MP4_108_109_ID_6,2019_0704_105535_219A.MP4_108_109_ID_6,2019_0704_105535_220B.MP4_108_109_ID_6_pose,2019_0704_105535_220B.MP4_108_109_ID_6_gaze
4614,4614,2019_0704_105535_220B.MP4_152_155_ID_6,2019_0704_105535_220B.MP4,152,155,3,fasten seatbelt,6,2019_0704_105535_220B.MP4_152_155_ID_6,2019_0704_105535_219A.MP4_152_155_ID_6,2019_0704_105535_220B.MP4_152_154_ID_6_pose,2019_0704_105535_220B.MP4_152_154_ID_6_gaze
4615,4615,2019_0704_105535_220B.MP4_157_158_ID_6,2019_0704_105535_220B.MP4,157,158,1,checking mirror middle,6,2019_0704_105535_220B.MP4_157_158_ID_6,2019_0704_105535_219A.MP4_157_158_ID_6,2019_0704_105535_220B.MP4_157_158_ID_6_pose,2019_0704_105535_220B.MP4_157_158_ID_6_gaze
4616,4616,2019_0704_105535_220B.MP4_158_159_ID_6,2019_0704_105535_220B.MP4,158,159,1,checking mirror driver,6,2019_0704_105535_220B.MP4_158_159_ID_6,2019_0704_105535_219A.MP4_158_159_ID_6,2019_0704_105535_220B.MP4_158_159_ID_6_pose,2019_0704_105535_220B.MP4_158_159_ID_6_gaze
4617,4617,2019_0704_105535_220B.MP4_230_231_ID_6,2019_0704_105535_220B.MP4,230,231,1,checking mirror middle,6,2019_0704_105535_220B.MP4_230_231_ID_6,2019_0704_105535_219A.MP4_230_231_ID_6,2019_0704_105535_220B.MP4_230_231_ID_6_pose,2019_0704_105535_220B.MP4_230_231_ID_6_gaze
4618,4618,2019_0704_105535_220B.MP4_251_252_ID_6,2019_0704_105535_220B.MP4,251,252,1,checking mirror middle,6,2019_0704_105535_220B.MP4_251_252_ID_6,2019_0704_105535_219A.MP4_251_252_ID_6,2019_0704_105535_220B.MP4_251_252_ID_6_pose,2019_0704_105535_220B.MP4_251_252_ID_6_gaze
4619,4619,2019_0704_105535_220B.MP4_276_280_ID_6,2019_0704_105535_220B.MP4,276,280,4,checking mirror middle,6,2019_0704_105535_220B.MP4_276_278_ID_6,2019_0704_105535_219A.MP4_276_278_ID_6,2019_0704_105535_220B.MP4_276_278_ID_6_pose,2019_0704_105535_220B.MP4_276_278_ID_6_gaze
4620,4620,2019_0704_105535_220B.MP4_276_280_ID_6,2019_0704_105535_220B.MP4,276,280,4,checking mirror middle,6,2019_0704_105535_220B.MP4_278_280_ID_6,2019_0704_105535_219A.MP4_278_280_ID_6,2019_0704_105535_220B.MP4_278_280_ID_6_pose,2019_0704_105535_220B.MP4_278_280_ID_6_gaze
4621,4621,2019_0704_105535_220B.MP4_283_285_ID_6,2019_0704_105535_220B.MP4,283,285,2,checking mirror middle,6,2019_0704_105535_220B.MP4_283_285_ID_6,2019_0704_105535_219A.MP4_283_285_ID_6,2019_0704_105535_220B.MP4_283_285_ID_6_pose,2019_0704_105535_220B.MP4_283_285_ID_6_gaze
4622,4622,2019_0704_105535_220B.MP4_298_299_ID_6,2019_0704_105535_220B.MP4,298,299,1,checking mirror middle,6,2019_0704_105535_220B.MP4_298_299_ID_6,2019_0704_105535_219A.MP4_298_299_ID_6,2019_0704_105535_220B.MP4_298_299_ID_6_pose,2019_0704_105535_220B.MP4_298_299_ID_6_gaze
4623,4623,2019_0704_110036_222B.MP4_7_8_ID_6,2019_0704_110036_222B.MP4,7,8,1,checking mirror middle,6,2019_0704_110036_222B.MP4_7_8_ID_6,2019_0704_110036_221A.MP4_7_8_ID_6,2019_0704_110036_222B.MP4_7_8_ID_6_pose,2019_0704_110036_222B.MP4_7_8_ID_6_gaze
4624,4624,2019_0704_110036_222B.MP4_33_34_ID_6,2019_0704_110036_222B.MP4,33,34,1,checking mirror middle,6,2019_0704_110036_222B.MP4_33_34_ID_6,2019_0704_110036_221A.MP4_33_34_ID_6,2019_0704_110036_222B.MP4_33_34_ID_6_pose,2019_0704_110036_222B.MP4_33_34_ID_6_gaze
4625,4625,2019_0704_110036_222B.MP4_45_46_ID_6,2019_0704_110036_222B.MP4,45,46,1,checking mirror middle,6,2019_0704_110036_222B.MP4_45_46_ID_6,2019_0704_110036_221A.MP4_45_46_ID_6,2019_0704_110036_222B.MP4_45_46_ID_6_pose,2019_0704_110036_222B.MP4_45_46_ID_6_gaze
4626,4626,2019_0704_110036_222B.MP4_80_81_ID_6,2019_0704_110036_222B.MP4,80,81,1,checking mirror middle,6,2019_0704_110036_222B.MP4_80_81_ID_6,2019_0704_110036_221A.MP4_80_81_ID_6,2019_0704_110036_222B.MP4_80_81_ID_6_pose,2019_0704_110036_222B.MP4_80_81_ID_6_gaze
4627,4627,2019_0704_110036_222B.MP4_110_111_ID_6,2019_0704_110036_222B.MP4,110,111,1,checking mirror middle,6,2019_0704_110036_222B.MP4_110_111_ID_6,2019_0704_110036_221A.MP4_110_111_ID_6,2019_0704_110036_222B.MP4_110_111_ID_6_pose,2019_0704_110036_222B.MP4_110_111_ID_6_gaze
4628,4628,2019_0704_110036_222B.MP4_114_115_ID_6,2019_0704_110036_222B.MP4,114,115,1,checking mirror middle,6,2019_0704_110036_222B.MP4_114_115_ID_6,2019_0704_110036_221A.MP4_114_115_ID_6,2019_0704_110036_222B.MP4_114_115_ID_6_pose,2019_0704_110036_222B.MP4_114_115_ID_6_gaze
4629,4629,2019_0704_110036_222B.MP4_153_154_ID_6,2019_0704_110036_222B.MP4,153,154,1,checking mirror middle,6,2019_0704_110036_222B.MP4_153_154_ID_6,2019_0704_110036_221A.MP4_153_154_ID_6,2019_0704_110036_222B.MP4_153_154_ID_6_pose,2019_0704_110036_222B.MP4_153_154_ID_6_gaze
4630,4630,2019_0704_110036_222B.MP4_164_165_ID_6,2019_0704_110036_222B.MP4,164,165,1,checking mirror middle,6,2019_0704_110036_222B.MP4_164_165_ID_6,2019_0704_110036_221A.MP4_164_165_ID_6,2019_0704_110036_222B.MP4_164_165_ID_6_pose,2019_0704_110036_222B.MP4_164_165_ID_6_gaze
4631,4631,2019_0704_110036_222B.MP4_184_185_ID_6,2019_0704_110036_222B.MP4,184,185,1,checking mirror middle,6,2019_0704_110036_222B.MP4_184_185_ID_6,2019_0704_110036_221A.MP4_184_185_ID_6,2019_0704_110036_222B.MP4_184_185_ID_6_pose,2019_0704_110036_222B.MP4_184_185_ID_6_gaze
4632,4632,2019_0704_110036_222B.MP4_200_201_ID_6,2019_0704_110036_222B.MP4,200,201,1,checking mirror middle,6,2019_0704_110036_222B.MP4_200_201_ID_6,2019_0704_110036_221A.MP4_200_201_ID_6,2019_0704_110036_222B.MP4_200_201_ID_6_pose,2019_0704_110036_222B.MP4_200_201_ID_6_gaze
4633,4633,2019_0704_110036_222B.MP4_212_214_ID_6,2019_0704_110036_222B.MP4,212,214,2,checking mirror middle,6,2019_0704_110036_222B.MP4_212_214_ID_6,2019_0704_110036_221A.MP4_212_214_ID_6,2019_0704_110036_222B.MP4_212_214_ID_6_pose,2019_0704_110036_222B.MP4_212_214_ID_6_gaze
4634,4634,2019_0704_110036_222B.MP4_221_222_ID_6,2019_0704_110036_222B.MP4,221,222,1,checking mirror middle,6,2019_0704_110036_222B.MP4_221_222_ID_6,2019_0704_110036_221A.MP4_221_222_ID_6,2019_0704_110036_222B.MP4_221_222_ID_6_pose,2019_0704_110036_222B.MP4_221_222_ID_6_gaze
4635,4635,2019_0704_110036_222B.MP4_226_227_ID_6,2019_0704_110036_222B.MP4,226,227,1,checking mirror middle,6,2019_0704_110036_222B.MP4_226_227_ID_6,2019_0704_110036_221A.MP4_226_227_ID_6,2019_0704_110036_222B.MP4_226_227_ID_6_pose,2019_0704_110036_222B.MP4_226_227_ID_6_gaze
4636,4636,2019_0704_110036_222B.MP4_247_248_ID_6,2019_0704_110036_222B.MP4,247,248,1,checking mirror middle,6,2019_0704_110036_222B.MP4_247_248_ID_6,2019_0704_110036_221A.MP4_247_248_ID_6,2019_0704_110036_222B.MP4_247_248_ID_6_pose,2019_0704_110036_222B.MP4_247_248_ID_6_gaze
4637,4637,2019_0704_110036_222B.MP4_249_250_ID_6,2019_0704_110036_222B.MP4,249,250,1,checking mirror middle,6,2019_0704_110036_222B.MP4_249_250_ID_6,2019_0704_110036_221A.MP4_249_250_ID_6,2019_0704_110036_222B.MP4_249_250_ID_6_pose,2019_0704_110036_222B.MP4_249_250_ID_6_gaze
4638,4638,2019_0704_110036_222B.MP4_255_256_ID_6,2019_0704_110036_222B.MP4,255,256,1,checking mirror middle,6,2019_0704_110036_222B.MP4_255_256_ID_6,2019_0704_110036_221A.MP4_255_256_ID_6,2019_0704_110036_222B.MP4_255_256_ID_6_pose,2019_0704_110036_222B.MP4_255_256_ID_6_gaze
4639,4639,2019_0704_110036_222B.MP4_270_271_ID_6,2019_0704_110036_222B.MP4,270,271,1,checking mirror middle,6,2019_0704_110036_222B.MP4_270_271_ID_6,2019_0704_110036_221A.MP4_270_271_ID_6,2019_0704_110036_222B.MP4_270_271_ID_6_pose,2019_0704_110036_222B.MP4_270_271_ID_6_gaze
4640,4640,2019_0704_110036_222B.MP4_282_283_ID_6,2019_0704_110036_222B.MP4,282,283,1,checking mirror middle,6,2019_0704_110036_222B.MP4_282_283_ID_6,2019_0704_110036_221A.MP4_282_283_ID_6,2019_0704_110036_222B.MP4_282_283_ID_6_pose,2019_0704_110036_222B.MP4_282_283_ID_6_gaze
4641,4641,2019_0704_111626_226B.MP4_51_59_ID_6,2019_0704_111626_226B.MP4,51,59,8,drinking,6,2019_0704_111626_226B.MP4_51_53_ID_6,2019_0704_111626_225A.MP4_51_53_ID_6,2019_0704_111626_226B.MP4_51_53_ID_6_pose,2019_0704_111626_226B.MP4_51_53_ID_6_gaze
4642,4642,2019_0704_111626_226B.MP4_51_59_ID_6,2019_0704_111626_226B.MP4,51,59,8,drinking,6,2019_0704_111626_226B.MP4_53_55_ID_6,2019_0704_111626_225A.MP4_53_55_ID_6,2019_0704_111626_226B.MP4_53_55_ID_6_pose,2019_0704_111626_226B.MP4_53_55_ID_6_gaze
4643,4643,2019_0704_111626_226B.MP4_51_59_ID_6,2019_0704_111626_226B.MP4,51,59,8,drinking,6,2019_0704_111626_226B.MP4_55_57_ID_6,2019_0704_111626_225A.MP4_55_57_ID_6,2019_0704_111626_226B.MP4_55_57_ID_6_pose,2019_0704_111626_226B.MP4_55_57_ID_6_gaze
4644,4644,2019_0704_111626_226B.MP4_51_59_ID_6,2019_0704_111626_226B.MP4,51,59,8,drinking,6,2019_0704_111626_226B.MP4_57_59_ID_6,2019_0704_111626_225A.MP4_57_59_ID_6,2019_0704_111626_226B.MP4_57_59_ID_6_pose,2019_0704_111626_226B.MP4_57_59_ID_6_gaze
4645,4645,2019_0704_111626_226B.MP4_71_72_ID_6,2019_0704_111626_226B.MP4,71,72,1,looking at watch,6,2019_0704_111626_226B.MP4_71_72_ID_6,2019_0704_111626_225A.MP4_71_72_ID_6,2019_0704_111626_226B.MP4_71_72_ID_6_pose,2019_0704_111626_226B.MP4_71_72_ID_6_gaze
4646,4646,2019_0704_111626_226B.MP4_82_83_ID_6,2019_0704_111626_226B.MP4,82,83,1,checking mirror middle,6,2019_0704_111626_226B.MP4_82_83_ID_6,2019_0704_111626_225A.MP4_82_83_ID_6,2019_0704_111626_226B.MP4_82_83_ID_6_pose,2019_0704_111626_226B.MP4_82_83_ID_6_gaze
4647,4647,2019_0704_111626_226B.MP4_95_96_ID_6,2019_0704_111626_226B.MP4,95,96,1,checking mirror middle,6,2019_0704_111626_226B.MP4_95_96_ID_6,2019_0704_111626_225A.MP4_95_96_ID_6,2019_0704_111626_226B.MP4_95_96_ID_6_pose,2019_0704_111626_226B.MP4_95_96_ID_6_gaze
4648,4648,2019_0704_111626_226B.MP4_107_108_ID_6,2019_0704_111626_226B.MP4,107,108,1,checking mirror middle,6,2019_0704_111626_226B.MP4_107_108_ID_6,2019_0704_111626_225A.MP4_107_108_ID_6,2019_0704_111626_226B.MP4_107_108_ID_6_pose,2019_0704_111626_226B.MP4_107_108_ID_6_gaze
4649,4649,2019_0704_111626_226B.MP4_115_116_ID_6,2019_0704_111626_226B.MP4,115,116,1,checking speed stack,6,2019_0704_111626_226B.MP4_115_116_ID_6,2019_0704_111626_225A.MP4_115_116_ID_6,2019_0704_111626_226B.MP4_115_116_ID_6_pose,2019_0704_111626_226B.MP4_115_116_ID_6_gaze
4650,4650,2019_0704_111626_226B.MP4_121_122_ID_6,2019_0704_111626_226B.MP4,121,122,1,checking speed stack,6,2019_0704_111626_226B.MP4_121_122_ID_6,2019_0704_111626_225A.MP4_121_122_ID_6,2019_0704_111626_226B.MP4_121_122_ID_6_pose,2019_0704_111626_226B.MP4_121_122_ID_6_gaze
4651,4651,2019_0704_111626_226B.MP4_152_153_ID_6,2019_0704_111626_226B.MP4,152,153,1,checking mirror middle,6,2019_0704_111626_226B.MP4_152_153_ID_6,2019_0704_111626_225A.MP4_152_153_ID_6,2019_0704_111626_226B.MP4_152_153_ID_6_pose,2019_0704_111626_226B.MP4_152_153_ID_6_gaze
4652,4652,2019_0704_111626_226B.MP4_226_227_ID_6,2019_0704_111626_226B.MP4,226,227,1,checking mirror middle,6,2019_0704_111626_226B.MP4_226_227_ID_6,2019_0704_111626_225A.MP4_226_227_ID_6,2019_0704_111626_226B.MP4_226_227_ID_6_pose,2019_0704_111626_226B.MP4_226_227_ID_6_gaze
4653,4653,2019_0704_111626_226B.MP4_233_234_ID_6,2019_0704_111626_226B.MP4,233,234,1,checking mirror middle,6,2019_0704_111626_226B.MP4_233_234_ID_6,2019_0704_111626_225A.MP4_233_234_ID_6,2019_0704_111626_226B.MP4_233_234_ID_6_pose,2019_0704_111626_226B.MP4_233_234_ID_6_gaze
4654,4654,2019_0704_111626_226B.MP4_237_239_ID_6,2019_0704_111626_226B.MP4,237,239,2,looking at watch,6,2019_0704_111626_226B.MP4_237_239_ID_6,2019_0704_111626_225A.MP4_237_239_ID_6,2019_0704_111626_226B.MP4_237_239_ID_6_pose,2019_0704_111626_226B.MP4_237_239_ID_6_gaze
4655,4655,2019_0704_111626_226B.MP4_255_256_ID_6,2019_0704_111626_226B.MP4,255,256,1,checking mirror middle,6,2019_0704_111626_226B.MP4_255_256_ID_6,2019_0704_111626_225A.MP4_255_256_ID_6,2019_0704_111626_226B.MP4_255_256_ID_6_pose,2019_0704_111626_226B.MP4_255_256_ID_6_gaze
4656,4656,2019_0704_111626_226B.MP4_281_282_ID_6,2019_0704_111626_226B.MP4,281,282,1,checking mirror middle,6,2019_0704_111626_226B.MP4_281_282_ID_6,2019_0704_111626_225A.MP4_281_282_ID_6,2019_0704_111626_226B.MP4_281_282_ID_6_pose,2019_0704_111626_226B.MP4_281_282_ID_6_gaze
4657,4657,2019_0720_130228_050B.MP4_0_19_ID_6,2019_0720_130228_050B.MP4,0,19,19,dancing,6,2019_0720_130228_050B.MP4_0_2_ID_6,2019_0720_130228_049A.MP4_0_2_ID_6,2019_0720_130228_050B.MP4_0_2_ID_6_pose,2019_0720_130228_050B.MP4_0_2_ID_6_gaze
4658,4658,2019_0720_130228_050B.MP4_0_19_ID_6,2019_0720_130228_050B.MP4,0,19,19,dancing,6,2019_0720_130228_050B.MP4_2_4_ID_6,2019_0720_130228_049A.MP4_2_4_ID_6,2019_0720_130228_050B.MP4_2_4_ID_6_pose,2019_0720_130228_050B.MP4_2_4_ID_6_gaze
4659,4659,2019_0720_130228_050B.MP4_0_19_ID_6,2019_0720_130228_050B.MP4,0,19,19,dancing,6,2019_0720_130228_050B.MP4_4_6_ID_6,2019_0720_130228_049A.MP4_4_6_ID_6,2019_0720_130228_050B.MP4_4_6_ID_6_pose,2019_0720_130228_050B.MP4_4_6_ID_6_gaze
4660,4660,2019_0720_130228_050B.MP4_0_19_ID_6,2019_0720_130228_050B.MP4,0,19,19,dancing,6,2019_0720_130228_050B.MP4_6_8_ID_6,2019_0720_130228_049A.MP4_6_8_ID_6,2019_0720_130228_050B.MP4_6_8_ID_6_pose,2019_0720_130228_050B.MP4_6_8_ID_6_gaze
4661,4661,2019_0720_130228_050B.MP4_0_19_ID_6,2019_0720_130228_050B.MP4,0,19,19,dancing,6,2019_0720_130228_050B.MP4_8_10_ID_6,2019_0720_130228_049A.MP4_8_10_ID_6,2019_0720_130228_050B.MP4_8_10_ID_6_pose,2019_0720_130228_050B.MP4_8_10_ID_6_gaze
4662,4662,2019_0720_130228_050B.MP4_0_19_ID_6,2019_0720_130228_050B.MP4,0,19,19,dancing,6,2019_0720_130228_050B.MP4_10_12_ID_6,2019_0720_130228_049A.MP4_10_12_ID_6,2019_0720_130228_050B.MP4_10_12_ID_6_pose,2019_0720_130228_050B.MP4_10_12_ID_6_gaze
4663,4663,2019_0720_130228_050B.MP4_0_19_ID_6,2019_0720_130228_050B.MP4,0,19,19,dancing,6,2019_0720_130228_050B.MP4_12_14_ID_6,2019_0720_130228_049A.MP4_12_14_ID_6,2019_0720_130228_050B.MP4_12_14_ID_6_pose,2019_0720_130228_050B.MP4_12_14_ID_6_gaze
4664,4664,2019_0720_130228_050B.MP4_0_19_ID_6,2019_0720_130228_050B.MP4,0,19,19,dancing,6,2019_0720_130228_050B.MP4_14_16_ID_6,2019_0720_130228_049A.MP4_14_16_ID_6,2019_0720_130228_050B.MP4_14_16_ID_6_pose,2019_0720_130228_050B.MP4_14_16_ID_6_gaze
